spectrum_id,mp_id
spectrum_1933,mp-862658
spectrum_1934,mp-862683
spectrum_1935,mp-862763
spectrum_1936,mp-862772
spectrum_1937,mp-862786
spectrum_1938,mp-862823
spectrum_1939,mp-862838
spectrum_1940,mp-862900
spectrum_1941,mp-862906
spectrum_1942,mp-862916
spectrum_1943,mp-862944
spectrum_1944,mp-863664
spectrum_1945,mp-863665
spectrum_1946,mp-863668
spectrum_1947,mp-863669
spectrum_1948,mp-863670
spectrum_1949,mp-863671
spectrum_1950,mp-863676
spectrum_1951,mp-863677
spectrum_1952,mp-864623
spectrum_1953,mp-864661
spectrum_1954,mp-864717
spectrum_1955,mp-864792
spectrum_1956,mp-864897
spectrum_1957,mp-864946
spectrum_1958,mp-865220
spectrum_1959,mp-865306
spectrum_1960,mp-865308
spectrum_1961,mp-865317
spectrum_1962,mp-865319
spectrum_1963,mp-865402
spectrum_1964,mp-865470
spectrum_1965,mp-865547
spectrum_1966,mp-865588
spectrum_1967,mp-865595
spectrum_1968,mp-865734
spectrum_1969,mp-865829
spectrum_1970,mp-865830
spectrum_1971,mp-865845
spectrum_1972,mp-865847
spectrum_1973,mp-865854
spectrum_1974,mp-865864
spectrum_1975,mp-865869
spectrum_1976,mp-865930
spectrum_1977,mp-865990
spectrum_1978,mp-866094
spectrum_1979,mp-866100
spectrum_1980,mp-867117
spectrum_1981,mp-867122
spectrum_1982,mp-867188
spectrum_1983,mp-867272
spectrum_1984,mp-867273
spectrum_1985,mp-867283
spectrum_1986,mp-867306
spectrum_1987,mp-867312
spectrum_1988,mp-8676
spectrum_1989,mp-867628
spectrum_1990,mp-867794
spectrum_1991,mp-867802
spectrum_1992,mp-867863
spectrum_1993,mp-867896
spectrum_1994,mp-867917
spectrum_1995,mp-8851
spectrum_1996,mp-8972
spectrum_1997,mp-9295
spectrum_1998,mp-9387
spectrum_1999,mp-972042
spectrum_2000,mp-973019
spectrum_2001,mp-973662
spectrum_2002,mp-973951
spectrum_2003,mp-977368
spectrum_2004,mp-977567
spectrum_2005,mp-979045
spectrum_2006,mp-979433
spectrum_2007,mp-980084
spectrum_2008,mp-980665
spectrum_2009,mp-9814
spectrum_2010,mp-984726
spectrum_2011,mp-985806
spectrum_2012,mp-987
spectrum_2013,mp-9898
spectrum_2014,mp-9929
spectrum_2015,mp-996975
spectrum_2016,mp-996978
spectrum_2017,mp-997012
spectrum_2018,mp-997034
spectrum_2019,mp-7422
spectrum_2020,mp-3638
spectrum_2021,mp-18033
spectrum_2022,mp-570040
spectrum_2023,mp-23431
spectrum_2024,mp-623030
spectrum_2025,mp-6980
spectrum_2026,mp-15613
spectrum_2027,mp-558794
spectrum_2028,mp-22432
spectrum_2029,mp-6203
spectrum_2030,mp-1189564
spectrum_2031,mp-1203607
spectrum_2032,mp-641534
spectrum_2033,mp-17874
spectrum_2034,mp-1190834
spectrum_2035,mp-1190671
spectrum_2036,mp-541754
spectrum_2037,mp-23287
spectrum_2038,mp-13906
spectrum_2039,mp-16566
spectrum_2040,mp-28737
spectrum_2041,mp-707413
spectrum_2042,mp-8608
spectrum_2043,mp-652224
spectrum_2044,mp-2004
spectrum_2045,mp-555425
spectrum_2046,mp-22592
spectrum_2047,mp-542333
spectrum_2048,mp-13695
spectrum_2049,mp-15553
spectrum_2050,mp-553942
spectrum_2051,mp-690658
spectrum_2052,mp-643471
spectrum_2053,mp-9439
spectrum_2054,mp-1192050
spectrum_2055,mp-12843
spectrum_2056,mp-624191
spectrum_2057,mp-614981
spectrum_2058,mp-582767
spectrum_2059,mp-568801
spectrum_2060,mp-30070
spectrum_2061,mp-13128
spectrum_2062,mp-6815
spectrum_2063,mp-733866
spectrum_2064,mp-1197383
spectrum_2065,mp-557043
spectrum_2066,mp-696152
spectrum_2067,mp-1199324
spectrum_2068,mp-510328
spectrum_2069,mp-560466
spectrum_2070,mp-14885
spectrum_2071,mp-1102385
spectrum_2072,mp-15186
spectrum_2073,mp-555332
spectrum_2074,mp-541430
spectrum_2075,mp-1078430
spectrum_2076,mp-1203235
spectrum_2077,mp-10489
spectrum_2078,mp-1025447
spectrum_2079,mp-542332
spectrum_2080,mp-9581
spectrum_2081,mp-542185
spectrum_2082,mp-1006321
spectrum_2083,mp-16884
spectrum_2084,mp-862802
spectrum_2085,mp-1181537
spectrum_2086,mp-16254
spectrum_2087,mp-1193267
spectrum_2088,mp-720263
spectrum_2089,mp-8837
spectrum_2090,mp-1191830
spectrum_2091,mp-505311
spectrum_2092,mp-646720
spectrum_2093,mp-14090
spectrum_2094,mp-707485
spectrum_2095,mp-22612
spectrum_2096,mp-1192020
spectrum_2097,mp-1080702
spectrum_2098,mp-558193
spectrum_2099,mp-542733
spectrum_2100,mp-505104
spectrum_2101,mp-558647
spectrum_2102,mp-559558
spectrum_2103,mp-1189806
spectrum_2104,mp-680433
spectrum_2105,mp-1193717
spectrum_2106,mp-1194301
spectrum_2107,mp-12860
spectrum_2108,mp-3241
spectrum_2109,mp-4520
spectrum_2110,mp-5566
spectrum_2111,mp-542314
spectrum_2112,mp-1203092
spectrum_2113,mp-24362
spectrum_2114,mp-505262
spectrum_2115,mp-1102311
spectrum_2116,mp-1203923
spectrum_2117,mp-616439
spectrum_2118,mp-30019
spectrum_2119,mp-16560
spectrum_2120,mp-560845
spectrum_2121,mp-21390
spectrum_2122,mp-1087496
spectrum_2123,mp-675626
spectrum_2124,mp-672253
spectrum_2125,mp-13352
spectrum_2126,mp-6168
spectrum_2127,mp-9238
spectrum_2128,mp-1191242
spectrum_2129,mp-559644
spectrum_2130,mp-505349
spectrum_2131,mp-849086
spectrum_2132,mp-1201576
spectrum_2133,mp-21713
spectrum_2134,mp-1181591
spectrum_2135,mp-1200641
spectrum_2136,mp-554014
spectrum_2137,mp-20859
spectrum_2138,mp-554775
spectrum_2139,mp-569531
spectrum_2140,mp-20674
spectrum_2141,mp-22618
spectrum_2142,mp-672708
spectrum_2143,mp-559044
spectrum_2144,mp-1197335
spectrum_2145,mp-1196454
spectrum_2146,mp-1198893
spectrum_2147,mp-17243
spectrum_2148,mp-8159
spectrum_2149,mp-973553
spectrum_2150,mp-979972
spectrum_2151,mp-699636
spectrum_2152,mp-20588
spectrum_2153,mp-29917
spectrum_2154,mp-17711
spectrum_2155,mp-1104894
spectrum_2156,mp-1204475
spectrum_2157,mp-554614
spectrum_2158,mp-9075
spectrum_2159,mp-17252
spectrum_2160,mp-22648
spectrum_2161,mp-8911
spectrum_2162,mp-561318
spectrum_2163,mp-1191344
spectrum_2164,mp-1193279
spectrum_2165,mp-11605
spectrum_2166,mp-30069
spectrum_2167,mp-1078741
spectrum_2168,mp-1103275
spectrum_2169,mp-6496
spectrum_2170,mp-5684
spectrum_2171,mp-10062
spectrum_2172,mp-1194240
spectrum_2173,mp-28752
spectrum_2174,mp-649472
spectrum_2175,mp-6779
spectrum_2176,mp-977428
spectrum_2177,mp-1087540
spectrum_2178,mp-23875
spectrum_2179,mp-567621
spectrum_2180,mp-554238
spectrum_2181,mp-561468
spectrum_2182,mp-1199380
spectrum_2183,mp-7785
spectrum_2184,mp-683957
spectrum_2185,mp-561243
spectrum_2186,mp-1059259
spectrum_2187,mp-1195675
spectrum_2188,mp-622210
spectrum_2189,mp-15748
spectrum_2190,mp-1180294
spectrum_2191,mp-1192137
spectrum_2192,mp-8976
spectrum_2193,mp-1198030
spectrum_2194,mp-1203217
spectrum_2195,mp-1077811
spectrum_2196,mp-14549
spectrum_2197,mp-17281
spectrum_2198,mp-554606
spectrum_2199,mp-23055
spectrum_2200,mp-1191456
spectrum_2201,mp-1103953
spectrum_2202,mp-1197282
spectrum_2203,mp-1204893
spectrum_2204,mp-1202476
spectrum_2205,mp-30133
spectrum_2206,mp-559180
spectrum_2207,mp-504573
spectrum_2208,mp-559038
spectrum_2209,mp-21727
spectrum_2210,mp-28717
spectrum_2211,mp-1190224
spectrum_2212,mp-1196858
spectrum_2213,mp-1197453
spectrum_2214,mp-721317
spectrum_2215,mp-558434
spectrum_2216,mp-1195752
spectrum_2217,mp-9639
spectrum_2218,mp-1190563
spectrum_2219,mp-745163
spectrum_2220,mp-1181782
spectrum_2221,mp-1195405
spectrum_2222,mp-555459
spectrum_2223,mp-1195387
spectrum_2224,mp-15219
spectrum_2225,mp-1202203
spectrum_2226,mp-3237
spectrum_2227,mp-17174
spectrum_2228,mp-559895
spectrum_2229,mp-556962
spectrum_2230,mp-620364
spectrum_2231,mp-17323
spectrum_2232,mp-11658
spectrum_2233,mp-558998
spectrum_2234,mp-722906
spectrum_2235,mp-1197751
spectrum_2236,mp-23370
spectrum_2237,mp-570354
spectrum_2238,mp-662567
spectrum_2239,mp-1200513
spectrum_2240,mp-1202966
spectrum_2241,mp-1202812
spectrum_2242,mp-556842
spectrum_2243,mp-23955
spectrum_2244,mp-22895
spectrum_2245,mp-7775
spectrum_2246,mp-361
spectrum_2247,mp-560561
spectrum_2248,mp-2865
spectrum_2249,mp-600167
spectrum_2250,mp-20826
spectrum_2251,mp-16052
spectrum_2252,mp-1079012
spectrum_2253,mp-9003
spectrum_2254,mp-1192382
spectrum_2255,mp-9344
spectrum_2256,mp-566150
spectrum_2257,mp-1202551
spectrum_2258,mp-5841
spectrum_2259,mp-1192764
spectrum_2260,mp-1192362
spectrum_2261,mp-1189135
spectrum_2262,mp-21779
spectrum_2263,mp-554553
spectrum_2264,mp-16988
spectrum_2265,mp-560136
spectrum_2266,mp-1192549
spectrum_2267,mp-555345
spectrum_2268,mp-1192826
spectrum_2269,mp-17947
spectrum_2270,mp-1178150
spectrum_2271,mp-16321
spectrum_2272,mp-504867
spectrum_2273,mp-550722
spectrum_2274,mp-1180871
spectrum_2275,mp-1196579
spectrum_2276,mp-10495
spectrum_2277,mp-3102
spectrum_2278,mp-1078111
spectrum_2279,mp-1101781
spectrum_2280,mp-12455
spectrum_2281,mp-572778
spectrum_2282,mp-1188453
spectrum_2283,mp-1194046
spectrum_2284,mp-3839
spectrum_2285,mp-557905
spectrum_2286,mp-29343
spectrum_2287,mp-641576
spectrum_2288,mp-1210824
spectrum_2289,mp-5238
spectrum_2290,mp-570594
spectrum_2291,mp-6583
spectrum_2292,mp-17734
spectrum_2293,mp-614565
spectrum_2294,mp-6088
spectrum_2295,mp-558286
spectrum_2296,mp-1188951
spectrum_2297,mp-1087238
spectrum_2298,mp-542101
spectrum_2299,mp-697492
spectrum_2300,mp-740757
spectrum_2301,mp-21770
spectrum_2302,mp-560766
spectrum_2303,mp-8388
spectrum_2304,mp-698414
spectrum_2305,mp-20897
spectrum_2306,mp-556725
spectrum_2307,mp-1933
spectrum_2308,mp-20205
spectrum_2309,mp-1189702
spectrum_2310,mp-4280
spectrum_2311,mp-608358
spectrum_2312,mp-13694
spectrum_2313,mp-1103514
spectrum_2314,mp-510729
spectrum_2315,mp-6610
spectrum_2316,mp-4979
spectrum_2317,mp-22625
spectrum_2318,mp-1194684
spectrum_2319,mp-555656
spectrum_2320,mp-567657
spectrum_2321,mp-652548
spectrum_2322,mp-654359
spectrum_2323,mp-8198
spectrum_2324,mp-687096
spectrum_2325,mp-1009020
spectrum_2326,mp-7152
spectrum_2327,mp-559927
spectrum_2328,mp-22374
spectrum_2329,mp-8096
spectrum_2330,mp-569015
spectrum_2331,mp-7466
spectrum_2332,mp-561861
spectrum_2333,mp-698375
spectrum_2334,mp-5699
spectrum_2335,mp-1178694
spectrum_2336,mp-1199348
spectrum_2337,mp-542482
spectrum_2338,mp-15220
spectrum_2339,mp-624299
spectrum_2340,mp-1192231
spectrum_2341,mp-504587
spectrum_2342,mp-21209
spectrum_2343,mp-13349
spectrum_2344,mp-10994
spectrum_2345,mp-1201121
spectrum_2346,mp-10634
spectrum_2347,mp-1103369
spectrum_2348,mp-23119
spectrum_2349,mp-1069055
spectrum_2350,mp-19953
spectrum_2351,mp-555120
spectrum_2352,mp-1202743
spectrum_2353,mp-1105851
spectrum_2354,mp-1196623
spectrum_2355,mp-672709
spectrum_2356,mp-640381
spectrum_2357,mp-21963
spectrum_2358,mp-7247
spectrum_2359,mp-1825
spectrum_2360,mp-555044
spectrum_2361,mp-7463
spectrum_2362,mp-8121
spectrum_2363,mp-669347
spectrum_2364,mp-505315
spectrum_2365,mp-15065
spectrum_2366,mp-21451
spectrum_2367,mp-634716
spectrum_2368,mp-4120
spectrum_2369,mp-20824
spectrum_2370,mp-557258
spectrum_2371,mp-20751
spectrum_2372,mp-1079332
spectrum_2373,mp-9868
spectrum_2374,mp-4636
spectrum_2375,mp-9815
spectrum_2376,mp-7877
spectrum_2377,mp-1192171
spectrum_2378,mp-1198333
spectrum_2379,mp-1201631
spectrum_2380,mp-623012
spectrum_2381,mp-542802
spectrum_2382,mp-1193833
spectrum_2383,mp-721035
spectrum_2384,mp-18006
spectrum_2385,mp-1195736
spectrum_2386,mp-10441
spectrum_2387,mp-555953
spectrum_2388,mp-607291
spectrum_2389,mp-21344
spectrum_2390,mp-1191302
spectrum_2391,mp-733650
spectrum_2392,mp-1190344
spectrum_2393,mp-23116
spectrum_2394,mp-1199337
spectrum_2395,mp-1007922
spectrum_2396,mp-608162
spectrum_2397,mp-695966
spectrum_2398,mp-505094
spectrum_2399,mp-1196216
spectrum_2400,mp-616220
spectrum_2401,mp-16445
spectrum_2402,mp-4181
spectrum_2403,mp-22472
spectrum_2404,mp-7237
spectrum_2405,mp-680461
spectrum_2406,mp-7786
spectrum_2407,mp-582585
spectrum_2408,mp-1064456
spectrum_2409,mp-699550
spectrum_2410,mp-1200516
spectrum_2411,mp-505508
spectrum_2412,mp-1196438
spectrum_2413,mp-1072037
spectrum_2414,mp-20239
spectrum_2415,mp-5948
spectrum_2416,mp-542765
spectrum_2417,mp-19863
spectrum_2418,mp-15614
spectrum_2419,mp-7540
spectrum_2420,mp-1189208
spectrum_2421,mp-1025467
spectrum_2422,mp-572465
spectrum_2423,mp-556951
spectrum_2424,mp-766026
spectrum_2425,mp-23306
spectrum_2426,mp-579536
spectrum_2427,mp-1192520
spectrum_2428,mp-30196
spectrum_2429,mp-20806
spectrum_2430,mp-603934
spectrum_2431,mp-1204774
spectrum_2432,mp-1198520
spectrum_2433,mp-552488
spectrum_2434,mp-622211
spectrum_2435,mp-697660
spectrum_2436,mp-1078441
spectrum_2437,mp-27383
spectrum_2438,mp-652196
spectrum_2439,mp-541201
spectrum_2440,mp-1072589
spectrum_2441,mp-1078405
spectrum_2442,mp-558708
spectrum_2443,mp-1191835
spectrum_2444,mp-696931
spectrum_2445,mp-510474
spectrum_2446,mp-14970
spectrum_2447,mp-1181499
spectrum_2448,mp-22420
spectrum_2449,mp-1198842
spectrum_2450,mp-1188547
spectrum_2451,mp-1201955
spectrum_2452,mp-28235
spectrum_2453,mp-697969
spectrum_2454,mp-1202278
spectrum_2455,mp-4701
spectrum_2456,mp-707509
spectrum_2457,mp-554973
spectrum_2458,mp-699483
spectrum_2459,mp-28661
spectrum_2460,mp-680171
spectrum_2461,mp-1204488
spectrum_2462,mp-18303
spectrum_2463,mp-550306
spectrum_2464,mp-4386
spectrum_2465,mp-505031
spectrum_2466,mp-1193763
spectrum_2467,mp-15322
spectrum_2468,mp-722963
spectrum_2469,mp-667803
spectrum_2470,mp-1078472
spectrum_2471,mp-17625
spectrum_2472,mp-560493
spectrum_2473,mp-1105890
spectrum_2474,mp-709019
spectrum_2475,mp-5700
spectrum_2476,mp-554401
spectrum_2477,mp-4870
spectrum_2478,mp-1018053
spectrum_2479,mp-7050
spectrum_2480,mp-1196158
spectrum_2481,mp-1091413
spectrum_2482,mp-1188322
spectrum_2483,mp-8119
spectrum_2484,mp-1202297
spectrum_2485,mp-1080469
spectrum_2486,mp-1188666
spectrum_2487,mp-1189165
spectrum_2488,mp-558139
spectrum_2489,mp-28270
spectrum_2490,mp-505173
spectrum_2491,mp-9107
spectrum_2492,mp-1197653
spectrum_2493,mp-9397
spectrum_2494,mp-21015
spectrum_2495,mp-553972
spectrum_2496,mp-3199
spectrum_2497,mp-1188206
spectrum_2498,mp-653450
spectrum_2499,mp-7639
spectrum_2500,mp-1202454
spectrum_2501,mp-1199425
spectrum_2502,mp-19928
spectrum_2503,mp-359
spectrum_2504,mp-556595
spectrum_2505,mp-1181633
spectrum_2506,mp-1079385
spectrum_2507,mp-1196410
spectrum_2508,mp-1204427
spectrum_2509,mp-28995
spectrum_2510,mp-1197797
spectrum_2511,mp-1203515
spectrum_2512,mp-1194007
spectrum_2513,mp-17344
spectrum_2514,mp-8122
spectrum_2515,mp-568857
spectrum_2516,mp-1201449
spectrum_2517,mp-558231
spectrum_2518,mp-11602
spectrum_2519,mp-560049
spectrum_2520,mp-14581
spectrum_2521,mp-11145
spectrum_2522,mp-20900
spectrum_2523,mp-558907
spectrum_2524,mp-557595
spectrum_2525,mp-7049
spectrum_2526,mp-863429
spectrum_2527,mp-1078498
spectrum_2528,mp-6376
spectrum_2529,mp-1105594
spectrum_2530,mp-28356
spectrum_2531,mp-1188827
spectrum_2532,mp-1202558
spectrum_2533,mp-505090
spectrum_2534,mp-561174
spectrum_2535,mp-1194919
spectrum_2536,mp-680135
spectrum_2537,mp-559817
spectrum_2538,mp-17954
spectrum_2539,mp-571305
spectrum_2540,mp-19888
spectrum_2541,mp-1189617
spectrum_2542,mp-20188
spectrum_2543,mp-1103235
spectrum_2544,mp-1202614
spectrum_2545,mp-1193070
spectrum_2546,mp-21728
spectrum_2547,mp-1079671
spectrum_2548,mp-1103918
spectrum_2549,mp-4081
spectrum_2550,mp-695830
spectrum_2551,mp-1080109
spectrum_2552,mp-571638
spectrum_2553,mp-640073
spectrum_2554,mp-23567
spectrum_2555,mp-581370
spectrum_2556,mp-20041
spectrum_2557,mp-6598
spectrum_2558,mp-579463
spectrum_2559,mp-555814
spectrum_2560,mp-505424
spectrum_2561,mp-551283
spectrum_2562,mp-4860
spectrum_2563,mp-19732
spectrum_2564,mp-8090
spectrum_2565,mp-1204000
spectrum_2566,mp-510036
spectrum_2567,mp-21160
spectrum_2568,mp-1198907
spectrum_2569,mp-554658
spectrum_2570,mp-28584
spectrum_2571,mp-1078511
spectrum_2572,mp-10685
spectrum_2573,mp-1195955
spectrum_2574,mp-639659
spectrum_2575,mp-554291
spectrum_2576,mp-7352
spectrum_2577,mp-1190208
spectrum_2578,mp-553914
spectrum_2579,mp-1105527
spectrum_2580,mp-1197254
spectrum_2581,mp-622105
spectrum_2582,mp-1198285
spectrum_2583,mp-1080799
spectrum_2584,mp-17599
spectrum_2585,mp-1195601
spectrum_2586,mp-510475
spectrum_2587,mp-6205
spectrum_2588,mp-698171
spectrum_2589,mp-721086
spectrum_2590,mp-581733
spectrum_2591,mp-22489
spectrum_2592,mp-30534
spectrum_2593,mp-560007
spectrum_2594,mp-991652
spectrum_2595,mp-1199896
spectrum_2596,mp-1204432
spectrum_2597,mp-559343
spectrum_2598,mp-679985
spectrum_2599,mp-5083
spectrum_2600,mp-22688
spectrum_2601,mp-505321
spectrum_2602,mp-21373
spectrum_2603,mp-1070242
spectrum_2604,mp-30592
spectrum_2605,mp-1105348
spectrum_2606,mp-554879
spectrum_2607,mp-1080126
spectrum_2608,mp-541325
spectrum_2609,mp-6571
spectrum_2610,mp-561033
spectrum_2611,mp-559620
spectrum_2612,mp-632759
spectrum_2613,mp-1197083
spectrum_2614,mp-10914
spectrum_2615,mp-696778
spectrum_2616,mp-559727
spectrum_2617,mp-541202
spectrum_2618,mp-866635
spectrum_2619,mp-21356
spectrum_2620,mp-1204253
spectrum_2621,mp-21025
spectrum_2622,mp-1189719
spectrum_2623,mp-8123
spectrum_2624,mp-4468
spectrum_2625,mp-22067
spectrum_2626,mp-20331
spectrum_2627,mp-1103775
spectrum_2628,mp-1195349
spectrum_2629,mp-557517
spectrum_2630,mp-1190652
spectrum_2631,mp-18190
spectrum_2632,mp-5766
spectrum_2633,mp-1200181
spectrum_2634,mp-1181551
spectrum_2635,mp-1193545
spectrum_2636,mp-22413
spectrum_2637,mp-21228
spectrum_2638,mp-28006
spectrum_2639,mp-22053
spectrum_2640,mp-16786
spectrum_2641,mp-1195138
spectrum_2642,mp-12365
spectrum_2643,mp-601396
spectrum_2644,mp-21611
spectrum_2645,mp-1190646
spectrum_2646,mp-1105938
spectrum_2647,mp-21859
spectrum_2648,mp-4305
spectrum_2649,mp-13339
spectrum_2650,mp-722515
spectrum_2651,mp-5934
spectrum_2652,mp-6710
spectrum_2653,mp-1191431
spectrum_2654,mp-9495
spectrum_2655,mp-30208
spectrum_2656,mp-5910
spectrum_2657,mp-5365
spectrum_2658,mp-1078646
spectrum_2659,mp-581778
spectrum_2660,mp-1080131
spectrum_2661,mp-1191152
spectrum_2662,mp-560551
spectrum_2663,mp-1105827
spectrum_2664,mp-1195565
spectrum_2665,mp-28896
spectrum_2666,mp-6790
spectrum_2667,mp-1191467
spectrum_2668,mp-582882
spectrum_2669,mp-17465
spectrum_2670,mp-20683
spectrum_2671,mp-1197804
spectrum_2672,mp-568998
spectrum_2673,mp-570706
spectrum_2674,mp-1199156
spectrum_2675,mp-560425
spectrum_2676,mp-669425
spectrum_2677,mp-6309
spectrum_2678,mp-1205413
spectrum_2679,mp-740737
spectrum_2680,mp-13872
spectrum_2681,mp-22515
spectrum_2682,mp-559899
spectrum_2683,mp-12855
spectrum_2684,mp-1190889
spectrum_2685,mp-570045
spectrum_2686,mp-616471
spectrum_2687,mp-765091
spectrum_2688,mp-559681
spectrum_2689,mp-1196734
spectrum_2690,mp-1203055
spectrum_2691,mp-504753
spectrum_2692,mp-5869
spectrum_2693,mp-4105
spectrum_2694,mp-20505
spectrum_2695,mp-7112
spectrum_2696,mp-1194512
spectrum_2697,mp-3412
spectrum_2698,mp-9317
spectrum_2699,mp-7433
spectrum_2700,mp-5346
spectrum_2701,mp-570564
spectrum_2702,mp-569204
spectrum_2703,mp-13212
spectrum_2704,mp-555818
spectrum_2705,mp-14825
spectrum_2706,mp-1200376
spectrum_2707,mp-555517
spectrum_2708,mp-559141
spectrum_2709,mp-14623
spectrum_2710,mp-22292
spectrum_2711,mp-9855
spectrum_2712,mp-7194
spectrum_2713,mp-1205488
spectrum_2714,mp-1188128
spectrum_2715,mp-1079564
spectrum_2716,mp-28807
spectrum_2717,mp-8016
spectrum_2718,mp-567720
spectrum_2719,mp-556538
spectrum_2720,mp-1199530
spectrum_2721,mp-3574
spectrum_2722,mp-557574
spectrum_2723,mp-510589
spectrum_2724,mp-6616
spectrum_2725,mp-568811
spectrum_2726,mp-9763
spectrum_2727,mp-23129
spectrum_2728,mp-1201134
spectrum_2729,mp-20509
spectrum_2730,mp-9503
spectrum_2731,mp-975640
spectrum_2732,mp-504588
spectrum_2733,mp-545467
spectrum_2734,mp-22543
spectrum_2735,mp-8790
spectrum_2736,mp-683917
spectrum_2737,mp-4043
spectrum_2738,mp-6166
spectrum_2739,mp-1095661
spectrum_2740,mp-1105196
spectrum_2741,mp-14785
spectrum_2742,mp-1190351
spectrum_2743,mp-1202008
spectrum_2744,mp-558055
spectrum_2745,mp-15684
spectrum_2746,mp-559159
spectrum_2747,mp-3762
spectrum_2748,mp-1105457
spectrum_2749,mp-546226
spectrum_2750,mp-554590
spectrum_2751,mp-10350
spectrum_2752,mp-753181
spectrum_2753,mp-12070
spectrum_2754,mp-1103664
spectrum_2755,mp-1079294
spectrum_2756,mp-721415
spectrum_2757,mp-13306
spectrum_2758,mp-707973
spectrum_2759,mp-555821
spectrum_2760,mp-555595
spectrum_2761,mp-568659
spectrum_2762,mp-20072
spectrum_2763,mp-557935
spectrum_2764,mp-559099
spectrum_2765,mp-554071
spectrum_2766,mp-1205378
spectrum_2767,mp-545706
spectrum_2768,mp-23143
spectrum_2769,mp-567097
spectrum_2770,mp-541149
spectrum_2771,mp-20677
spectrum_2772,mp-22736
spectrum_2773,mp-642316
spectrum_2774,mp-1191807
spectrum_2775,mp-557998
spectrum_2776,mp-1198506
spectrum_2777,mp-1202875
spectrum_2778,mp-10748
spectrum_2779,mp-556074
spectrum_2780,mp-21552
spectrum_2781,mp-1079688
spectrum_2782,mp-22400
spectrum_2783,mp-19722
spectrum_2784,mp-621619
spectrum_2785,mp-556781
spectrum_2786,mp-636476
spectrum_2787,mp-15988
spectrum_2788,mp-20936
spectrum_2789,mp-568779
spectrum_2790,mp-20322
spectrum_2791,mp-560238
spectrum_2792,mp-5256
spectrum_2793,mp-20107
spectrum_2794,mp-17486
spectrum_2795,mp-1203203
spectrum_2796,mp-672265
spectrum_2797,mp-13348
spectrum_2798,mp-10824
spectrum_2799,mp-18089
spectrum_2800,mp-11143
spectrum_2801,mp-600449
spectrum_2802,mp-557143
spectrum_2803,mp-20525
spectrum_2804,mp-1078922
spectrum_2805,mp-1069520
spectrum_2806,mp-1198812
spectrum_2807,mp-978092
spectrum_2808,mp-1200105
spectrum_2809,mp-14012
spectrum_2810,mp-619067
spectrum_2811,mp-640894
spectrum_2812,mp-1195160
spectrum_2813,mp-554150
spectrum_2814,mp-624928
spectrum_2815,mp-1103265
spectrum_2816,mp-569952
spectrum_2817,mp-641487
spectrum_2818,mp-761
spectrum_2819,mp-556303
spectrum_2820,mp-1102920
spectrum_2821,mp-556252
spectrum_2822,mp-28073
spectrum_2823,mp-1008923
spectrum_2824,mp-559551
spectrum_2825,mp-22010
spectrum_2826,mp-1179980
spectrum_2827,mp-6562
spectrum_2828,mp-1205271
spectrum_2829,mp-12728
spectrum_2830,mp-28888
spectrum_2831,mp-730473
spectrum_2832,mp-15221
spectrum_2833,mp-1102425
spectrum_2834,mp-1201552
spectrum_2835,mp-1198068
spectrum_2836,mp-504746
spectrum_2837,mp-29396
spectrum_2838,mp-10379
spectrum_2839,mp-559339
spectrum_2840,mp-707987
spectrum_2841,mp-636383
spectrum_2842,mp-10835
spectrum_2843,mp-568800
spectrum_2844,mp-556177
spectrum_2845,mp-11147
spectrum_2846,mp-28488
spectrum_2847,mp-569710
spectrum_2848,mp-504747
spectrum_2849,mp-757878
spectrum_2850,mp-1078081
spectrum_2851,mp-556982
spectrum_2852,mp-11924
spectrum_2853,mp-1105830
spectrum_2854,mp-559811
spectrum_2855,mp-555509
spectrum_2856,mp-553966
spectrum_2857,mp-6879
spectrum_2858,mp-696795
spectrum_2859,mp-12322
spectrum_2860,mp-574367
spectrum_2861,mp-572313
spectrum_2862,mp-1080538
spectrum_2863,mp-9425
spectrum_2864,mp-980195
spectrum_2865,mp-23481
spectrum_2866,mp-12008
spectrum_2867,mp-1103757
spectrum_2868,mp-1102432
spectrum_2869,mp-738675
spectrum_2870,mp-1201127
spectrum_2871,mp-554777
spectrum_2872,mp-21527
spectrum_2873,mp-30999
spectrum_2874,mp-690725
spectrum_2875,mp-552934
spectrum_2876,mp-1190579
spectrum_2877,mp-624307
spectrum_2878,mp-615682
spectrum_2879,mp-1203798
spectrum_2880,mp-21259
spectrum_2881,mp-1199239
spectrum_2882,mp-5514
spectrum_2883,mp-23353
spectrum_2884,mp-22623
spectrum_2885,mp-704317
spectrum_2886,mp-31237
spectrum_2887,mp-1203632
spectrum_2888,mp-633403
spectrum_2889,mp-7435
spectrum_2890,mp-9194
spectrum_2891,mp-605120
spectrum_2892,mp-4728
spectrum_2893,mp-601257
spectrum_2894,mp-563041
spectrum_2895,mp-623862
spectrum_2896,mp-1199816
spectrum_2897,mp-14931
spectrum_2898,mp-20484
spectrum_2899,mp-570909
spectrum_2900,mp-1191920
spectrum_2901,mp-28376
spectrum_2902,mp-632802
spectrum_2903,mp-2280
spectrum_2904,mp-6595
spectrum_2905,mp-1078269
spectrum_2906,mp-615754
spectrum_2907,mp-1203507
spectrum_2908,mp-1105167
spectrum_2909,mp-5127
spectrum_2910,mp-29557
spectrum_2911,mp-1197716
spectrum_2912,mp-27450
spectrum_2913,mp-697072
